,Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,y,y_pred1
1571,2009,baleshwar,moong(green-gram),summer,47,22,2052,0.33,0.3084988
1572,2010,baleshwar,moong(green-gram),summer,48,24,3229,0.34,0.3072531
1573,2011,baleshwar,moong(green-gram),summer,48,25,4171,0.4,0.3388786
1574,2012,baleshwar,moong(green-gram),summer,48.54,26,1786,0.43,0.3840344
1575,2013,baleshwar,moong(green-gram),summer,49,23,1723,0.45,0.38721585
1576,2014,baleshwar,moong(green-gram),summer,50,28,2306,0.4,0.3894256
1577,2015,baleshwar,moong(green-gram),summer,50,25,3403,0.5,0.3521265
1578,2016,baleshwar,moong(green-gram),summer,51,26,3453,0.41,0.40725315
1579,2017,baleshwar,moong(green-gram),summer,52,24,2054,0.52,0.40180483
1580,2018,baleshwar,moong(green-gram),summer,53,25,385,0.42,0.40719596
1581,2019,baleshwar,moong(green-gram),summer,52,26,164,0.36,0.399523
1582,2020,baleshwar,moong(green-gram),summer,52.5,26,626,0.41,0.39575362
1583,2021,baleshwar,moong(green-gram),summer,52.45,26,2161,0.38,0.39363396
1584,2022,baleshwar,moong(green-gram),summer,51,28.9,955,0.47,0.39879408
1611,1999,baleshwar,rice,summer,55,23,38360,2.31,1.6771489
1612,2000,baleshwar,rice,summer,52,26,20220,1.65,1.7013868
1616,2004,baleshwar,rice,summer,47,27,26000,2.15,2.1591957
1617,2005,baleshwar,rice,summer,45,28,32000,2.13,2.265924
1618,2006,baleshwar,rice,summer,46,29,28000,2.36,2.2645304
1619,2007,baleshwar,rice,summer,48,23,36000,2.64,2.345791
1620,2008,baleshwar,rice,summer,49,23,34000,2.12,2.237151
1621,2009,baleshwar,rice,summer,47,22,30000,2.63,2.4063208
1622,2010,baleshwar,rice,summer,48,24,33000,2.67,2.4132524
1623,2011,baleshwar,rice,summer,48,25,24000,3,2.3778517
1624,2012,baleshwar,rice,summer,48.54,26,278000,0.31,0.6144958
1625,2013,baleshwar,rice,summer,49,23,31000,3.77,2.7497141
1626,2014,baleshwar,rice,summer,50,28,38000,3.66,3.081901
1627,2015,baleshwar,rice,summer,50,25,29000,3.21,2.8235774
1628,2016,baleshwar,rice,summer,51,26,30900,3.19,3.253619
1629,2017,baleshwar,rice,summer,52,24,26490,3.41,3.1209974
1630,2018,baleshwar,rice,summer,53,25,38790,3.49,3.2291086
1631,2019,baleshwar,rice,summer,52,26,43710,3.41,3.3714542
1632,2020,baleshwar,rice,summer,52.5,26,39180,3.46,3.368555
1633,2021,baleshwar,rice,summer,52.45,26,38944,3.76,3.4754944
1634,2022,baleshwar,rice,summer,51,28.9,47130,3.7,3.5562382
1636,1999,baleshwar,rice,winter,23,27,215000,0.77,0.90436035
1637,2000,baleshwar,rice,winter,21,24,220650,1.55,1.1319815
1641,2004,baleshwar,rice,winter,20,27,213000,1.72,1.36421
1642,2005,baleshwar,rice,winter,19,24,214000,1.43,1.4575051
1643,2006,baleshwar,rice,winter,20,21,221000,1.32,1.421178
1644,2007,baleshwar,rice,winter,20,20,204000,1.44,1.4635619
1645,2008,baleshwar,rice,winter,18,23,211000,1.29,1.4692619
1646,2009,baleshwar,rice,winter,19,27,211000,1.43,1.40786
1647,2010,baleshwar,rice,winter,18,25,205000,1.7,1.5960376
1648,2011,baleshwar,rice,winter,15,26,211000,2.01,1.4751211
1649,2012,baleshwar,rice,winter,20,24,180000,1.54,1.5658785
1650,2013,baleshwar,rice,winter,25,23,195000,0.85,1.3890876
1651,2014,baleshwar,rice,winter,23,20,181000,2,1.9099804
1652,2015,baleshwar,rice,winter,26,21,192000,1.47,1.5024446
1653,2016,baleshwar,rice,winter,21,28,190930,2.72,2.7412133
1654,2017,baleshwar,rice,winter,21,19,185390,2.18,1.9189179
1655,2018,baleshwar,rice,winter,20,20,182830,2.47,1.9189179
1656,2019,baleshwar,rice,winter,23,21,162390,2.26,2.6445947
1657,2020,baleshwar,rice,winter,23,24,183520,3.05,2.770652
1658,2021,baleshwar,rice,winter,24,23,186599,2.42,2.418046
1659,2022,baleshwar,rice,winter,24,22,173010,2.96,2.8894398
1691,2004,bargarh,groundnut,autumn,270,30,16193,0.87,0.8428912
1692,2005,bargarh,groundnut,autumn,259,28,17956,0.89,0.86902094
1693,2006,bargarh,groundnut,autumn,260,28,17311,0.89,0.8653239
1694,2007,bargarh,groundnut,autumn,259,29,16607,1.05,0.8919471
1695,2008,bargarh,groundnut,autumn,260,30,18056,1.04,0.8837318
1696,2009,bargarh,groundnut,autumn,243,29,15882,1,0.9123097
1697,2010,bargarh,groundnut,autumn,242,28,15932,0.98,0.9142459
1698,2011,bargarh,groundnut,autumn,240,29,13706,0.89,0.8938788
1699,2012,bargarh,groundnut,autumn,241,29,11581,1.05,1.1285051
1700,2013,bargarh,groundnut,autumn,250,30,13134,1.11,1.0764356
1701,2014,bargarh,groundnut,autumn,252,31,9595,0.86,1.089894
1702,2015,bargarh,groundnut,autumn,250,28,8176,0.7,0.9735974
1703,2016,bargarh,groundnut,autumn,254,29,9870,0.87,1.1178366
1704,2017,bargarh,groundnut,autumn,258,28,9445,0.8,1.0341737
1705,2018,bargarh,groundnut,autumn,259,27,6452,0.81,1.064991
1706,2019,bargarh,groundnut,autumn,257,28,5023,1,1.4176573
1707,2020,bargarh,groundnut,autumn,257,28,2893,1.27,1.4520713
1708,2021,bargarh,groundnut,autumn,258,29,5257,1.73,1.4479434
1709,2022,bargarh,groundnut,autumn,250,30,3528,1.94,1.8604535
1716,2004,bargarh,groundnut,summer,18,30,2616,1.38,1.6072843
1717,2005,bargarh,groundnut,summer,20,28,2813,1.38,1.5976859
1718,2006,bargarh,groundnut,summer,20,29,1582,1.31,1.4526137
1719,2007,bargarh,groundnut,summer,25,33,3064,1.39,1.7403452
1720,2008,bargarh,groundnut,summer,24,34,1634,1.37,1.4225785
1721,2009,bargarh,groundnut,summer,26,35,1777,1.29,1.4080473
1722,2010,bargarh,groundnut,summer,21,32,1044,1.41,1.4634392
1723,2011,bargarh,groundnut,summer,21,32,893,1.32,1.4577804
1724,2012,bargarh,groundnut,summer,21,33,2095,1.46,1.6400428
1725,2013,bargarh,groundnut,summer,20,32,1512,1.47,1.5086119
1726,2014,bargarh,groundnut,summer,20,30,580,1.34,1.4252216
1727,2015,bargarh,groundnut,summer,23,31,1194,1.26,1.4576048
1728,2016,bargarh,groundnut,summer,23,31.5,758,1.42,1.5105846
1729,2017,bargarh,groundnut,summer,19,32,820,1.54,1.4544274
1730,2018,bargarh,groundnut,summer,20,32,342,1.24,1.4662197
1731,2019,bargarh,groundnut,summer,20.5,32,495,1.34,1.843537
1732,2020,bargarh,groundnut,summer,20.4,35,571,2.37,1.9971279
1733,2021,bargarh,groundnut,summer,20.9,34,1125,2.12,2.0355034
1734,2022,bargarh,groundnut,summer,20.7,29,1080,2.59,2.3253052
2041,2004,bargarh,moong(green-gram),autumn,270,30,10677,0.28,0.23789501
2042,2005,bargarh,moong(green-gram),autumn,259,28,10761,0.27,0.22271138
2043,2006,bargarh,moong(green-gram),autumn,260,28,12459,0.26,0.22161698
2044,2007,bargarh,moong(green-gram),autumn,259,29,13333,0.31,0.23660721
2045,2008,bargarh,moong(green-gram),autumn,260,30,13062,0.28,0.25760055
2046,2009,bargarh,moong(green-gram),autumn,243,29,11591,0.26,0.2353672
2047,2010,bargarh,moong(green-gram),autumn,242,28,13533,0.3,0.2248106
2048,2011,bargarh,moong(green-gram),autumn,240,29,15118,0.24,0.22945751
2049,2012,bargarh,moong(green-gram),autumn,241,29,11841,0.27,0.3148974
2050,2013,bargarh,moong(green-gram),autumn,250,30,15615,0.33,0.34019443
2051,2014,bargarh,moong(green-gram),autumn,252,31,14264,0.19,0.33807382
2052,2015,bargarh,moong(green-gram),autumn,250,28,12742,0.26,0.21518457
2053,2016,bargarh,moong(green-gram),autumn,254,29,22961,0.45,0.3770357
2054,2017,bargarh,moong(green-gram),autumn,258,28,18805,0.32,0.32074928
2055,2018,bargarh,moong(green-gram),autumn,259,27,6684,0.27,0.24238957
2056,2019,bargarh,moong(green-gram),autumn,257,28,5802,0.33,0.21323854
2057,2020,bargarh,moong(green-gram),autumn,257,28,3081,0.26,0.22294661
2058,2021,bargarh,moong(green-gram),autumn,258,29,8859,0.29,0.23524773
2059,2022,bargarh,moong(green-gram),autumn,250,30,4185,0.32,0.32675746
2066,2004,bargarh,moong(green-gram),summer,18,30,694,0.35,0.3526859
2067,2005,bargarh,moong(green-gram),summer,20,28,1581,0.36,0.33901873
2068,2006,bargarh,moong(green-gram),summer,20,29,1392,0.35,0.35878307
2069,2007,bargarh,moong(green-gram),summer,25,33,2280,0.37,0.3535755
2070,2008,bargarh,moong(green-gram),summer,24,34,881,0.37,0.35483354
2071,2009,bargarh,moong(green-gram),summer,26,35,2624,0.33,0.43510327
2072,2010,bargarh,moong(green-gram),summer,21,32,1653,0.35,0.3638548
2073,2011,bargarh,moong(green-gram),summer,21,32,920,0.36,0.36808246
2074,2012,bargarh,moong(green-gram),summer,21,33,869,0.38,0.39936173
2075,2013,bargarh,moong(green-gram),summer,20,32,824,0.38,0.41958472
2076,2014,bargarh,moong(green-gram),summer,20,30,1432,0.38,0.42668274
2077,2015,bargarh,moong(green-gram),summer,23,31,2399,0.3,0.3684395
2078,2016,bargarh,moong(green-gram),summer,23,31.5,1648,0.4,0.4229761
2079,2017,bargarh,moong(green-gram),summer,19,32,889,0.38,0.37547413
2080,2018,bargarh,moong(green-gram),summer,20,32,511,0.35,0.3784175
2081,2019,bargarh,moong(green-gram),summer,20.5,32,889,0.34,0.37482518
2082,2020,bargarh,moong(green-gram),summer,20.4,35,788,0.38,0.42221993
2083,2021,bargarh,moong(green-gram),summer,20.9,34,1270,0.29,0.46620566
2084,2022,bargarh,moong(green-gram),summer,20.7,29,1564,0.35,0.39301318
2092,2005,bargarh,moong(green-gram),winter,15.5,22,73,0.23,0.2477747
2093,2006,bargarh,moong(green-gram),winter,18,20,97,0.32,0.23841359
2094,2007,bargarh,moong(green-gram),winter,10,20,53,0.32,0.2541123
2095,2008,bargarh,moong(green-gram),winter,10,23,46,0.31,0.26634896
2096,2009,bargarh,moong(green-gram),winter,10.2,21,56,0.25,0.27365193
2097,2010,bargarh,moong(green-gram),winter,104,23,132,0.3,0.30345398
2098,2011,bargarh,moong(green-gram),winter,9,23,18,0.31,0.2854479
2099,2012,bargarh,moong(green-gram),winter,10,21,52,0.38,0.3656475
2100,2013,bargarh,moong(green-gram),winter,11,21,84,0.28,0.3337346
2101,2014,bargarh,moong(green-gram),winter,12,25,38,0.29,0.35267502
2102,2015,bargarh,moong(green-gram),winter,12,23,6,0.27,0.29722953
2103,2016,bargarh,moong(green-gram),winter,12.5,23,105,0.37,0.36209553
2104,2017,bargarh,moong(green-gram),winter,14,20,226,0.33,0.27666086
2105,2018,bargarh,moong(green-gram),winter,16,20.9,22,0.32,0.27196163
2107,2020,bargarh,moong(green-gram),winter,12,21,35,0.48,0.29853263
2108,2021,bargarh,moong(green-gram),winter,12,21,103,0.34,0.2989951
2109,2022,bargarh,moong(green-gram),winter,10,22,129,0.42,0.38253006
2136,1999,bargarh,rice,autumn,245,31,57000,1.11,1.259758
2137,2000,bargarh,rice,autumn,256,28,63530,0.19,0.86121714
2141,2004,bargarh,rice,autumn,270,30,64000,0.92,1.0023658
2142,2005,bargarh,rice,autumn,259,28,62000,0.98,1.058814
2143,2006,bargarh,rice,autumn,260,28,63000,1.08,1.0720311
2144,2007,bargarh,rice,autumn,259,29,62000,1.06,1.1104059
2145,2008,bargarh,rice,autumn,260,30,58000,0.88,1.0357091
2146,2009,bargarh,rice,autumn,243,29,58000,1.12,1.086033
2147,2010,bargarh,rice,autumn,242,28,59000,0.8,1.0355959
2148,2011,bargarh,rice,autumn,240,29,53000,0.77,1.1225356
2149,2012,bargarh,rice,autumn,241,29,52000,2.02,1.5543472
2150,2013,bargarh,rice,autumn,250,30,61000,1.21,1.5925791
2151,2014,bargarh,rice,autumn,252,31,57000,1.93,1.6060762
2152,2015,bargarh,rice,autumn,250,28,62000,0.39,1.4752812
2153,2016,bargarh,rice,autumn,254,29,51280,0.7,1.3946741
2154,2017,bargarh,rice,autumn,258,28,57670,0.17,0.6691384
2155,2018,bargarh,rice,autumn,259,27,47940,1.29,1.2564641
2156,2019,bargarh,rice,autumn,257,28,45030,1.35,1.4557393
2157,2020,bargarh,rice,autumn,257,28,49430,1.65,1.4909471
2158,2021,bargarh,rice,autumn,258,29,37163,0.36,1.3416885
2159,2022,bargarh,rice,autumn,250,30,29520,3.03,2.6184123
2161,1999,bargarh,rice,summer,22,23,63890,3.21,2.4616556
2162,2000,bargarh,rice,summer,21,27,53570,2.87,2.6341553
2166,2004,bargarh,rice,summer,18,30,55000,2.89,2.7013102
2167,2005,bargarh,rice,summer,20,28,59000,2.69,2.5767002
2168,2006,bargarh,rice,summer,20,29,58000,2.98,2.7130153
2169,2007,bargarh,rice,summer,25,33,64000,3.34,3.2273512
2170,2008,bargarh,rice,summer,24,34,61000,3.39,3.1659005
2171,2009,bargarh,rice,summer,26,35,68000,3.37,3.1962566
2172,2010,bargarh,rice,summer,21,32,67000,4.15,3.1508932
2173,2011,bargarh,rice,summer,21,32,71000,3.75,3.1532564
2174,2012,bargarh,rice,summer,21,33,687000,0.39,1.2517927
2175,2013,bargarh,rice,summer,20,32,84000,3.92,3.3146842
2176,2014,bargarh,rice,summer,20,30,76000,3.99,3.1461146
2177,2015,bargarh,rice,summer,23,31,73000,4.12,3.0944195
2178,2016,bargarh,rice,summer,23,31.5,61220,4.41,3.7501442
2179,2017,bargarh,rice,summer,19,32,64050,3.25,3.3819783
2180,2018,bargarh,rice,summer,20,32,69780,3.58,3.4607575
2181,2019,bargarh,rice,summer,20.5,32,69610,2.53,3.5638494
2182,2020,bargarh,rice,summer,20.4,35,90100,4.55,4.0275097
2183,2021,bargarh,rice,summer,20.9,34,91146,4.46,4.0406165
2184,2022,bargarh,rice,summer,20.7,29,90730,4.02,3.9597797
2186,1999,bargarh,rice,winter,10.5,23,182000,2.09,1.9129403
2187,2000,bargarh,rice,winter,11,20,176720,1.08,1.3875909
2191,2004,bargarh,rice,winter,15,21,178000,1.74,1.817395
2192,2005,bargarh,rice,winter,15.5,22,169000,1.95,1.9330353
2193,2006,bargarh,rice,winter,18,20,179000,2.03,1.8975687
2194,2007,bargarh,rice,winter,10,20,175000,2.02,1.9053063
2195,2008,bargarh,rice,winter,10,23,186000,1.97,1.9137881
2196,2009,bargarh,rice,winter,10.2,21,186000,2.08,1.8901494
2197,2010,bargarh,rice,winter,104,23,177000,2.09,1.8008561
2198,2011,bargarh,rice,winter,9,23,182000,1.88,1.9554095
2199,2012,bargarh,rice,winter,10,21,181000,3.22,1.93774
2200,2013,bargarh,rice,winter,11,21,180000,1.88,1.8708874
2201,2014,bargarh,rice,winter,12,25,174000,2.79,2.3345587
2202,2015,bargarh,rice,winter,12,23,172000,1.55,1.6655571
2203,2016,bargarh,rice,winter,12.5,23,166480,2.25,2.1181552
2204,2017,bargarh,rice,winter,14,20,175640,0.54,1.573051
2205,2018,bargarh,rice,winter,16,20.9,187090,1.54,1.6428294
2206,2019,bargarh,rice,winter,15,20,184570,1.87,2.105839
2207,2020,bargarh,rice,winter,12,21,185160,3,2.2145338
2208,2021,bargarh,rice,winter,12,21,187387,2.12,2.2115617
2209,2022,bargarh,rice,winter,10,22,205710,4.17,2.71264
2211,2004,bhadrak,groundnut,summer,30,23,83,0.68,1.1037394
2212,2005,bhadrak,groundnut,summer,36,27,168,1.14,0.94715005
2213,2006,bhadrak,groundnut,summer,51,29,30,0.57,0.84391034
2214,2007,bhadrak,groundnut,summer,80,30,183,0.72,0.9036593
2215,2008,bhadrak,groundnut,summer,51,23,230,0.8,0.8499722
2216,2009,bhadrak,groundnut,summer,36,27,23,1.41,1.0958228
2217,2010,bhadrak,groundnut,summer,60,29,60,0.78,0.92420805
2218,2011,bhadrak,groundnut,summer,30,30,8,2.28,1.9347746
2219,2012,bhadrak,groundnut,summer,35,27,4,1.48,1.4866743
2220,2013,bhadrak,groundnut,summer,38,29,10,1.03,1.1124668
2221,2014,bhadrak,groundnut,summer,39,30,69,1.09,1.1953228
2222,2015,bhadrak,groundnut,summer,50,23,28,1.13,1.0661685
2223,2016,bhadrak,groundnut,summer,35,27,745,1.13,1.3777916
2224,2017,bhadrak,groundnut,summer,35,29,63,0.69,1.3864743
2225,2018,bhadrak,groundnut,summer,60,30,19,0.71,0.99045473
2227,2020,bhadrak,groundnut,summer,38,23,2,0.9,1.2510267
2229,2022,bhadrak,groundnut,summer,37,25,217,1.26,1.5506879
2251,2004,bhadrak,groundnut,autumn,285,30,79,8,7.985295
2252,2005,bhadrak,groundnut,autumn,259,29,82,7.12,7.2742925
2253,2006,bhadrak,groundnut,autumn,264,29,9,8.11,7.983657
2254,2007,bhadrak,groundnut,autumn,245,29,60,7.45,7.360774
2255,2008,bhadrak,groundnut,autumn,201,27,58,6.38,2.4265363
2256,2009,bhadrak,groundnut,autumn,297,30,81,8.31,8.202834
2257,2010,bhadrak,groundnut,autumn,298,29,89,9.98,9.301646
2258,2011,bhadrak,groundnut,autumn,288,29,45,8.67,8.38052
2259,2012,bhadrak,groundnut,autumn,256,29,47,1.66,2.3515165
2260,2013,bhadrak,groundnut,autumn,235,27,44,1.75,1.6805359
2261,2014,bhadrak,groundnut,autumn,254,30,36,1.48,1.5258669
2262,2015,bhadrak,groundnut,autumn,265,29,61,1.32,1.447632
2263,2016,bhadrak,groundnut,autumn,287,29,13,1.69,1.4483751
2264,2017,bhadrak,groundnut,autumn,289,30,99,1.44,1.6203991
2265,2018,bhadrak,groundnut,autumn,290,31,28,1.37,1.4336739
2266,2019,bhadrak,groundnut,autumn,299,28,13,1.74,1.7941887
2267,2020,bhadrak,groundnut,autumn,289,27,29,8.89,3.234194
2268,2021,bhadrak,groundnut,autumn,248,28,246,8.87,7.793866
2269,2022,bhadrak,groundnut,autumn,258,29,51,0.1,3.2570145
2391,2004,bhadrak,moong(green-gram),summer,30,23,2413,0.29,0.2864214
2392,2005,bhadrak,moong(green-gram),summer,36,27,2213,0.29,0.34864658
2393,2006,bhadrak,moong(green-gram),summer,51,29,3317,0.31,0.3881389
2394,2007,bhadrak,moong(green-gram),summer,80,30,5077,0.3,0.39484915
2395,2008,bhadrak,moong(green-gram),summer,51,23,2366,0.29,0.34039152
2396,2009,bhadrak,moong(green-gram),summer,36,27,4175,0.38,0.37720776
2397,2010,bhadrak,moong(green-gram),summer,60,29,2949,0.42,0.40689915
2398,2011,bhadrak,moong(green-gram),summer,30,30,2408,0.31,0.37710083
2399,2012,bhadrak,moong(green-gram),summer,35,27,1933,0.36,0.4368101
2400,2013,bhadrak,moong(green-gram),summer,38,29,3007,0.56,0.45526788
2401,2014,bhadrak,moong(green-gram),summer,39,30,4045,0.51,0.46363273
2402,2015,bhadrak,moong(green-gram),summer,50,23,3056,0.51,0.3953247
2403,2016,bhadrak,moong(green-gram),summer,35,27,1561,0.61,0.4894617
2404,2017,bhadrak,moong(green-gram),summer,35,29,1070,0.51,0.49345094
2405,2018,bhadrak,moong(green-gram),summer,60,30,620,0.51,0.47501794
2406,2019,bhadrak,moong(green-gram),summer,59,27,1081,0.55,0.441802
2407,2020,bhadrak,moong(green-gram),summer,38,23,1823,0.32,0.40382105
2408,2021,bhadrak,moong(green-gram),summer,38,25,1738,0.36,0.4290979
2409,2022,bhadrak,moong(green-gram),summer,37,25,1828,0.44,0.37481385
2431,2004,bhadrak,rice,summer,30,23,9000,2.22,1.9436995
2432,2005,bhadrak,rice,summer,36,27,11000,2.27,2.092724
2433,2006,bhadrak,rice,summer,51,29,11000,2.27,2.1637485
2434,2007,bhadrak,rice,summer,80,30,11000,2.45,2.1307504
2435,2008,bhadrak,rice,summer,51,23,15000,1.47,2.1032546
2436,2009,bhadrak,rice,summer,36,27,8000,1.5,1.9292581
2437,2010,bhadrak,rice,summer,60,29,2000,2,2.0490534
2438,2011,bhadrak,rice,summer,30,30,6000,1.83,1.9635332
2439,2012,bhadrak,rice,summer,35,27,350000,0.01,0.08854739
2440,2013,bhadrak,rice,summer,38,29,3000,2.67,2.433604
2441,2014,bhadrak,rice,summer,39,30,6000,1.83,2.3872
2442,2015,bhadrak,rice,summer,50,23,2000,2.5,2.214198
2443,2016,bhadrak,rice,summer,35,27,430,2.93,2.5904195
2444,2017,bhadrak,rice,summer,35,29,1510,2.6,2.684431
2445,2018,bhadrak,rice,summer,60,30,1710,2.14,2.0688117
2446,2019,bhadrak,rice,summer,59,27,930,2.8,2.7584262
2447,2020,bhadrak,rice,summer,38,23,3700,2.85,2.6106575
2448,2021,bhadrak,rice,summer,38,25,641,2.7,2.8371105
2449,2022,bhadrak,rice,summer,37,25,1420,2.73,2.7321115
2451,2004,bhadrak,rice,winter,25,24,169000,1.99,1.7008542
2452,2005,bhadrak,rice,winter,23,21,167000,1.87,1.8032722
2453,2006,bhadrak,rice,winter,25,20,160000,1.71,1.8032722
2454,2007,bhadrak,rice,winter,26,23,166000,1.69,1.8921721
2455,2008,bhadrak,rice,winter,24,24,165000,1.92,1.8256494
2456,2009,bhadrak,rice,winter,30,20,165000,1.88,1.8269713
2457,2010,bhadrak,rice,winter,25,19,156000,1.83,1.8435249
2458,2011,bhadrak,rice,winter,28,18,168000,1.64,1.6159632
2459,2012,bhadrak,rice,winter,26,20,164000,2.13,1.9605931
2460,2013,bhadrak,rice,winter,20,17,165000,1.45,1.6940836
2461,2014,bhadrak,rice,winter,19,18,158000,1.41,1.7432559
2462,2015,bhadrak,rice,winter,20,19,160000,2.51,1.9583249
2463,2016,bhadrak,rice,winter,20,20,155520,3.1,2.0700576
2464,2017,bhadrak,rice,winter,23,21,156750,1.94,1.8312689
2465,2018,bhadrak,rice,winter,23,23,149400,1.81,1.8321421
2466,2019,bhadrak,rice,winter,23,22,154430,1.78,2.3959086
2467,2020,bhadrak,rice,winter,25,21,148000,2.19,2.40552
2468,2021,bhadrak,rice,winter,26,20,158691,2.49,2.4354606
2469,2022,bhadrak,rice,winter,23,19,139640,2.87,2.7826924
2471,2004,boudh,groundnut,winter,18,23,46,0.84,0.8329874
2472,2005,boudh,groundnut,winter,19,20,38,0.78,0.8221375
2473,2006,boudh,groundnut,winter,20,20,121,1.04,0.91382146
2474,2007,boudh,groundnut,winter,17,23,40,0.95,0.8857612
2475,2008,boudh,groundnut,winter,16,21,10,0.8,0.8605915
2476,2009,boudh,groundnut,winter,18,22,74,0.61,0.84688413
2477,2010,boudh,groundnut,winter,19,23,19,0.55,0.8062803
2478,2011,boudh,groundnut,winter,20,23,59,0.74,0.85150206
2479,2012,boudh,groundnut,winter,21,20,17,1.03,0.88337404
2480,2013,boudh,groundnut,winter,22,21,10,0.7,0.89176095
2481,2014,boudh,groundnut,winter,18,23,2,0.75,0.91632783
2482,2015,boudh,groundnut,winter,18.5,23,22,0.87,0.8903628
2483,2016,boudh,groundnut,winter,19,24,16,0.99,0.97947204
2485,2018,boudh,groundnut,winter,19.58,26,2,1.05,0.9731891
2486,2019,boudh,groundnut,winter,17.89,23,15,1.15,1.1592467
2487,2020,boudh,groundnut,winter,18.98,20,9,0.77,1.0681727
2488,2021,boudh,groundnut,winter,18.9,19,38,0.83,1.070545
2489,2022,boudh,groundnut,winter,20,18,34,1.1,1.1751761
2491,2004,boudh,groundnut,summer,25,23,10,0.88,0.81390977
2492,2005,boudh,groundnut,summer,24,27,145,1.15,1.002612
2493,2006,boudh,groundnut,summer,21,28,12,0.77,0.9097144
2495,2008,boudh,groundnut,summer,26,28,3,1.3,1.1141015
2496,2009,boudh,groundnut,summer,25,28,33,0.72,0.8693434
2497,2010,boudh,groundnut,summer,25.2,25,1,0.6,0.7038664
2498,2011,boudh,groundnut,summer,25.5,25,11,0.6,0.8404062
2499,2012,boudh,groundnut,summer,28.5,32,61,0.61,0.935277
2500,2013,boudh,groundnut,summer,29.5,33,6,0.65,0.8463232
