Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,Yield_t_ha
2013,angul,urad,summer,29,32,53,0.42
2014,angul,urad,summer,35,32,25,0.41
2015,angul,urad,summer,31,31,181,0.42
2016,angul,urad,summer,28,30,52,0.5
2017,angul,urad,summer,36,29,20,0.5
2018,angul,urad,summer,30,31.5,53,0.49
2019,angul,urad,summer,31,32,40,0.45
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,urad,winter,28,25,1640,0.19
2005,angul,urad,winter,27,22,2493,0.22
2006,angul,urad,winter,30,22,1713,0.2
2007,angul,urad,winter,31,21,986,0.2
2008,angul,urad,winter,29,25,1587,0.23
2009,angul,urad,winter,30.5,28,1473,0.25
2010,angul,urad,winter,32.1,27,1412,0.22
2011,angul,urad,winter,35,26,952,0.21
2012,angul,urad,winter,30,28,1182,0.27
2013,angul,urad,winter,28,22,1154,0.28
2014,angul,urad,winter,26,22,1432,0.33
2015,angul,urad,winter,28,21,620,0.31
2016,angul,urad,winter,30,20,1448,0.41
2017,angul,urad,winter,30,25,1225,0.4
2018,angul,urad,winter,31,24,710,0.4
2019,angul,urad,winter,30,23,518,0.39
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,moong(green-gram),autumn,350,30,1574,0.13
2005,angul,moong(green-gram),autumn,230,29,2150,0.13
2006,angul,moong(green-gram),autumn,289,31,2297,0.15
2007,angul,moong(green-gram),autumn,360,29,2355,0.14
2008,angul,moong(green-gram),autumn,256,28,1800,0.16
2009,angul,moong(green-gram),autumn,333,31,1901,0.13
2010,angul,moong(green-gram),autumn,313,30,2008,0.16
2011,angul,moong(green-gram),autumn,301,29,1887,0.16
2012,angul,moong(green-gram),autumn,258,28,1932,0.16
2013,angul,moong(green-gram),autumn,225,29,957,0.22
2014,angul,moong(green-gram),autumn,220,30,1276,0.24
2015,angul,moong(green-gram),autumn,236,31,732,0.26
2016,angul,moong(green-gram),autumn,225,30,886,0.3
2017,angul,moong(green-gram),autumn,214,29,1378,0.32
2018,angul,moong(green-gram),autumn,332,28,839,0.36
2019,angul,moong(green-gram),autumn,310,29,546,0.36
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,moong(green-gram),summer,35,25,476,0.24
2005,angul,moong(green-gram),summer,29,29,472,0.27
2006,angul,moong(green-gram),summer,30,30,507,0.23
2007,angul,moong(green-gram),summer,31,31,474,0.26
2008,angul,moong(green-gram),summer,32,32,405,0.24
2009,angul,moong(green-gram),summer,35,25,635,0.23
2010,angul,moong(green-gram),summer,36,25,452,0.25
2011,angul,moong(green-gram),summer,35,28,206,0.28
2012,angul,moong(green-gram),summer,36,26,349,0.31
2013,angul,moong(green-gram),summer,29,32,306,0.35
2014,angul,moong(green-gram),summer,35,32,376,0.33
2015,angul,moong(green-gram),summer,31,31,811,0.33
2016,angul,moong(green-gram),summer,28,30,416,0.43
2017,angul,moong(green-gram),summer,36,29,260,0.39
2018,angul,moong(green-gram),summer,30,31.5,86,0.41
2019,angul,moong(green-gram),summer,31,32,29,0.48
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,moong(green-gram),winter,28,25,949,0.18
2005,angul,moong(green-gram),winter,27,22,918,0.22
2006,angul,moong(green-gram),winter,30,22,617,0.19
2007,angul,moong(green-gram),winter,31,21,627,0.18
2008,angul,moong(green-gram),winter,29,25,697,0.19
2009,angul,moong(green-gram),winter,30.5,28,1036,0.22
2010,angul,moong(green-gram),winter,32.1,27,1171,0.21
2011,angul,moong(green-gram),winter,35,26,816,0.19
2012,angul,moong(green-gram),winter,30,28,654,0.26
2013,angul,moong(green-gram),winter,28,22,803,0.26
2014,angul,moong(green-gram),winter,26,22,862,0.3
2015,angul,moong(green-gram),winter,28,21,376,0.27
2016,angul,moong(green-gram),winter,30,20,917,0.34
2017,angul,moong(green-gram),winter,30,25,1004,0.34
2018,angul,moong(green-gram),winter,31,24,366,0.35
2019,angul,moong(green-gram),winter,30,23,153,0.37
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,rapeseed & mustard,winter,28,25,733,0.1
2005,angul,rapeseed & mustard,winter,27,22,788,0.11
2006,angul,rapeseed & mustard,winter,30,22,647,0.11
2007,angul,rapeseed & mustard,winter,31,21,469,0.1
2008,angul,rapeseed & mustard,winter,29,25,545,0.12
2009,angul,rapeseed & mustard,winter,30.5,28,428,0.11
2010,angul,rapeseed & mustard,winter,32.1,27,423,0.12
2011,angul,rapeseed & mustard,winter,35,26,400,0.11
2012,angul,rapeseed & mustard,winter,30,28,548,0.15
2013,angul,rapeseed & mustard,winter,28,22,446,0.14
2014,angul,rapeseed & mustard,winter,26,22,340,0.18
2015,angul,rapeseed & mustard,winter,28,21,149,0.12
2016,angul,rapeseed & mustard,winter,30,20,267,0.2
2017,angul,rapeseed & mustard,winter,30,25,366,0.24
2018,angul,rapeseed & mustard,winter,31,24,293,0.23
2019,angul,rapeseed & mustard,winter,30,23,156,0.25
,,,,,,,
1999,angul,rice,autumn,225,31,20000,1.15
2000,angul,rice,autumn,347,29,22840,0.33
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,rice,autumn,350,30,23000,0.96
2005,angul,rice,autumn,230,29,25000,1.04
2006,angul,rice,autumn,289,31,21000,0.95
2007,angul,rice,autumn,360,29,19000,0.53
2008,angul,rice,autumn,256,28,16000,1.13
2009,angul,rice,autumn,333,31,21000,0.62
2010,angul,rice,autumn,313,30,16000,0.25
2011,angul,rice,autumn,301,29,14000,0.64
2012,angul,rice,autumn,258,28,14000,1.5
2013,angul,rice,autumn,225,29,13000,1.23
2014,angul,rice,autumn,220,30,15000,1.87
2015,angul,rice,autumn,236,31,12000,1
2016,angul,rice,autumn,225,30,6730,1.41
2017,angul,rice,autumn,214,29,9500,0.93
2018,angul,rice,autumn,332,28,6900,1.94
2019,angul,rice,autumn,310,29,4070,2.12
,,,,,,,
1999,angul,rice,summer,30,25,4650,1.8
2000,angul,rice,summer,27,29,950,1.49
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,rice,summer,35,25,3000,1.67
2005,angul,rice,summer,29,29,4000,2
2006,angul,rice,summer,30,30,2000,2
2007,angul,rice,summer,31,31,3000,1.33
2008,angul,rice,summer,32,32,1000,1
2009,angul,rice,summer,35,25,1000,1
,,,,,,,
2011,angul,rice,summer,35,28,1000,2
2012,angul,rice,summer,36,26,173000,0.01
,,,,,,,
2014,angul,rice,summer,35,32,1000,1
,,,,,,,
2016,angul,rice,summer,28,30,240,2.42
2017,angul,rice,summer,36,29,100,2.5
2018,angul,rice,summer,30,31.5,230,3.04
2019,angul,rice,summer,31,32,30,3
,,,,,,,
1999,angul,rice,winter,32,28,89000,1.31
2000,angul,rice,winter,31,25,89060,0.42
,,,,,,,
,,,,,,,
,,,,,,,
2004,angul,rice,winter,28,25,91000,1.34
2005,angul,rice,winter,27,22,85000,1.65
2006,angul,rice,winter,30,22,90000,1.42
2007,angul,rice,winter,31,21,83000,0.89
2008,angul,rice,winter,29,25,82000,1.38
2009,angul,rice,winter,30.5,28,83000,1.07
2010,angul,rice,winter,32.1,27,68000,0.63
2011,angul,rice,winter,35,26,64000,1.05
2012,angul,rice,winter,30,28,69000,2.2
2013,angul,rice,winter,28,22,65000,2.06
2014,angul,rice,winter,26,22,75000,2.61
2015,angul,rice,winter,28,21,67000,0.76
2016,angul,rice,winter,30,20,71870,2.43
2017,angul,rice,winter,30,25,82070,1.41
2018,angul,rice,winter,31,24,61280,2.75
2019,angul,rice,winter,30,23,57960,3.18
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,groundnut,autumn,300,31,3580,0.77
2005,balangir,groundnut,autumn,295,28,4890,0.7
2006,balangir,groundnut,autumn,280,28,5224,0.81
2007,balangir,groundnut,autumn,283,29,4890,0.94
2008,balangir,groundnut,autumn,279,30,4438,0.9
2009,balangir,groundnut,autumn,289,31,5069,0.94
2010,balangir,groundnut,autumn,265,28,5156,0.95
2011,balangir,groundnut,autumn,289,29,4627,0.61
2012,balangir,groundnut,autumn,284,29,4309,1.2
2013,balangir,groundnut,autumn,285,30,4478,1.25
2014,balangir,groundnut,autumn,265,31,4266,1.3
2015,balangir,groundnut,autumn,298,30,4128,0.85
2016,balangir,groundnut,autumn,303,30,3062,1.05
2017,balangir,groundnut,autumn,301,28,737,0.96
2018,balangir,groundnut,autumn,280,29,387,1.57
2019,balangir,groundnut,autumn,281,28,699,1.62
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,groundnut,summer,15,27,1107,1.11
2005,balangir,groundnut,summer,14,28,377,1.03
2006,balangir,groundnut,summer,15.5,31,733,1.01
2007,balangir,groundnut,summer,16.5,30,791,1.27
2008,balangir,groundnut,summer,17.5,32,692,1.24
2009,balangir,groundnut,summer,18.5,33,407,1.23
2010,balangir,groundnut,summer,17.17,27,462,1.26
2011,balangir,groundnut,summer,17.5,27,251,1.33
2012,balangir,groundnut,summer,18,28,291,1.39
2013,balangir,groundnut,summer,19,29,22,2.23
2014,balangir,groundnut,summer,17,28,64,1.2
2015,balangir,groundnut,summer,16.2,28,350,1.16
2016,balangir,groundnut,summer,17,30,15,0.93
2017,balangir,groundnut,summer,18,31,35,0.98
2018,balangir,groundnut,summer,19.5,28,65,1.4
2019,balangir,groundnut,summer,18,32,116,1.61
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,groundnut,winter,18,23,256,0.95
2005,balangir,groundnut,winter,17.5,27,11,0.89
2006,balangir,groundnut,winter,19,26,118,0.72
2007,balangir,groundnut,winter,20,25,24,0.92
2008,balangir,groundnut,winter,21,21,8,1.2
2009,balangir,groundnut,winter,23,23,621,1.02
2010,balangir,groundnut,winter,23,23,362,0.9
2011,balangir,groundnut,winter,22,24,63,1.19
2012,balangir,groundnut,winter,21,25,600,1.19
2013,balangir,groundnut,winter,21.2,25,12,1.03
,,,,,,,
2015,balangir,groundnut,winter,20.5,272,9,0.48
2016,balangir,groundnut,winter,20,28,387,0.87
2017,balangir,groundnut,winter,21,23,56,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,horse-gram,winter,18,23,19957,0.25
2005,balangir,horse-gram,winter,17.5,27,14144,0.27
2006,balangir,horse-gram,winter,19,26,15203,0.23
2007,balangir,horse-gram,winter,20,25,14091,0.22
2008,balangir,horse-gram,winter,21,21,9960,0.24
2009,balangir,horse-gram,winter,23,23,11866,0.27
2010,balangir,horse-gram,winter,23,23,11661,0.36
2011,balangir,horse-gram,winter,22,24,6766,0.17
2012,balangir,horse-gram,winter,21,25,8778,0.42
2013,balangir,horse-gram,winter,21.2,25,6782,0.42
2014,balangir,horse-gram,winter,20.5,26,6367,0.35
2015,balangir,horse-gram,winter,20.5,272,5646,0.26
2016,balangir,horse-gram,winter,20,28,3028,0.47
2017,balangir,horse-gram,winter,21,23,1300,0.33
2018,balangir,horse-gram,winter,23,23,1636,0.26
2019,balangir,horse-gram,winter,25,21,1938,0.28
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,maize,autumn,300,31,727,0.51
2005,balangir,maize,autumn,295,28,800,0.51
2006,balangir,maize,autumn,280,28,722,0.52
2007,balangir,maize,autumn,283,29,759,0.71
2008,balangir,maize,autumn,279,30,945,0.7
2009,balangir,maize,autumn,289,31,981,0.68
2010,balangir,maize,autumn,265,28,1517,0.76
2011,balangir,maize,autumn,289,29,1022,0.63
2012,balangir,maize,autumn,284,29,920,1.28
2013,balangir,maize,autumn,285,30,1360,1.99
2014,balangir,maize,autumn,265,31,1341,1.45
2015,balangir,maize,autumn,298,30,1468,0.94
2016,balangir,maize,autumn,303,30,2314,1.49
2017,balangir,maize,autumn,301,28,513,2.12
2018,balangir,maize,autumn,280,29,296,2.9
2019,balangir,maize,autumn,281,28,573,3.37
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,maize,summer,15,27,4,0.83
2005,balangir,maize,summer,14,28,2,1.15
2006,balangir,maize,summer,15.5,31,3,0.83
2007,balangir,maize,summer,16.5,30,1,0.8
2008,balangir,maize,summer,17.5,32,2,0.6
2009,balangir,maize,summer,18.5,33,4,0.7
2010,balangir,maize,summer,17.17,27,25,1.6
2011,balangir,maize,summer,17.5,27,4,1.45
2012,balangir,maize,summer,18,28,9,0.91
2013,balangir,maize,summer,19,29,40,2.93
,,,,,,,
2015,balangir,maize,summer,16.2,28,1,2.5
2016,balangir,maize,summer,17,30,2,1.6
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,maize,winter,18,23,1,1.1
2005,balangir,maize,winter,17.5,27,10,1.64
2006,balangir,maize,winter,19,26,3,0.83
,,,,,,,
,,,,,,,
,,,,,,,
2010,balangir,maize,winter,23,23,13,1.15
2011,balangir,maize,winter,22,24,3,0.97
2012,balangir,maize,winter,21,25,3,3.6
,,,,,,,
2014,balangir,maize,winter,20.5,26,3,2.67
2015,balangir,maize,winter,20.5,272,2,1.65
2016,balangir,maize,winter,20,28,197,1.63
2017,balangir,maize,winter,21,23,13,1.9
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,potato,winter,18,23,15,7.77
2005,balangir,potato,winter,17.5,27,18,6.93
2006,balangir,potato,winter,19,26,32,7.1
2007,balangir,potato,winter,20,25,8,5.46
2008,balangir,potato,winter,21,21,70,7.52
2009,balangir,potato,winter,23,23,95,8.4
2010,balangir,potato,winter,23,23,25,9
2011,balangir,potato,winter,22,24,11,5.4
2012,balangir,potato,winter,21,25,47,9.13
2013,balangir,potato,winter,21.2,25,2,10.65
2014,balangir,potato,winter,20.5,26,28,6.87
2015,balangir,potato,winter,20.5,272,10,6.61
2016,balangir,potato,winter,20,28,403,22.66
2017,balangir,potato,winter,21,23,0,0
2018,balangir,potato,winter,23,23,1,7.7
2019,balangir,potato,winter,25,21,35,5.51
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,ragi,autumn,300,31,1010,0.37
2005,balangir,ragi,autumn,295,28,845,0.4
2006,balangir,ragi,autumn,280,28,930,0.44
2007,balangir,ragi,autumn,283,29,1028,0.5
2008,balangir,ragi,autumn,279,30,1347,0.4
2009,balangir,ragi,autumn,289,31,1100,0.46
2010,balangir,ragi,autumn,265,28,1243,0.43
2011,balangir,ragi,autumn,289,29,509,0.27
2012,balangir,ragi,autumn,284,29,366,0.65
2013,balangir,ragi,autumn,285,30,248,0.99
,,,,,,,
,,,,,,,
2016,balangir,ragi,autumn,303,30,436,0.28
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,sesamum,autumn,300,31,1192,0.29
2005,balangir,sesamum,autumn,295,28,1734,0.14
2006,balangir,sesamum,autumn,280,28,954,0.2
2007,balangir,sesamum,autumn,283,29,1962,0.18
2008,balangir,sesamum,autumn,279,30,2080,0.14
2009,balangir,sesamum,autumn,289,31,2798,0.19
2010,balangir,sesamum,autumn,265,28,3279,0.22
2011,balangir,sesamum,autumn,289,29,2138,0.17
2012,balangir,sesamum,autumn,284,29,1135,0.22
2013,balangir,sesamum,autumn,285,30,1420,0.23
2014,balangir,sesamum,autumn,265,31,1999,0.21
2015,balangir,sesamum,autumn,298,30,2109,0.21
2016,balangir,sesamum,autumn,303,30,2081,0.31
2017,balangir,sesamum,autumn,301,28,355,0.24
2018,balangir,sesamum,autumn,280,29,335,0.24
2019,balangir,sesamum,autumn,281,28,51,0.26
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,sesamum,summer,35,25,80,0.15
2005,balangir,sesamum,summer,29,29,111,0.2
2006,balangir,sesamum,summer,30,30,83,0.23
2007,balangir,sesamum,summer,31,31,89,0.21
2008,balangir,sesamum,summer,32,32,55,0.27
2009,balangir,sesamum,summer,35,25,16,0.24
2010,balangir,sesamum,summer,36,25,34,0.43
2011,balangir,sesamum,summer,35,28,46,0.22
2012,balangir,sesamum,summer,36,26,94,0.25
2013,balangir,sesamum,summer,29,32,16,0.21
2014,balangir,sesamum,summer,35,32,3,0.13
2015,balangir,sesamum,summer,31,31,2,0.2
2016,balangir,sesamum,summer,28,30,0,0
2017,balangir,sesamum,summer,36,29,8,0.34
2018,balangir,sesamum,summer,30,31.5,7,0.19
2019,balangir,sesamum,summer,31,32,56,0.23
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,sesamum,winter,18,23,2171,0.11
2005,balangir,sesamum,winter,17.5,27,1401,0.11
2006,balangir,sesamum,winter,19,26,1947,0.14
2007,balangir,sesamum,winter,20,25,1497,0.16
2008,balangir,sesamum,winter,21,21,1120,0.12
2009,balangir,sesamum,winter,23,23,1748,0.15
2010,balangir,sesamum,winter,23,23,1750,0.15
2011,balangir,sesamum,winter,22,24,598,0.1
2012,balangir,sesamum,winter,21,25,1853,0.33
2013,balangir,sesamum,winter,21.2,25,1518,0.19
,,,,,,,
,,,,,,,
2016,balangir,sesamum,winter,20,28,180,0.47
2017,balangir,sesamum,winter,21,23,122,0.17
2018,balangir,sesamum,winter,23,23,1,0.1
2019,balangir,sesamum,winter,25,21,6,0.05
,,,,,,,
1999,balangir,sugarcane,winter,22,27,2900,73.67
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,sugarcane,winter,18,23,958,70.79
2005,balangir,sugarcane,winter,17.5,27,938,63.34
2006,balangir,sugarcane,winter,19,26,934,64.29
2007,balangir,sugarcane,winter,20,25,869,66.77
2008,balangir,sugarcane,winter,21,21,605,65.54
2009,balangir,sugarcane,winter,23,23,544,72.21
2010,balangir,sugarcane,winter,23,23,490,70.1
2011,balangir,sugarcane,winter,22,24,663,71.74
2012,balangir,sugarcane,winter,21,25,648,80.06
2013,balangir,sugarcane,winter,21.2,25,465,84.88
2014,balangir,sugarcane,winter,20.5,26,291,60.24
2015,balangir,sugarcane,winter,20.5,272,323,70.31
2016,balangir,sugarcane,winter,20,28,155,50.23
2017,balangir,sugarcane,winter,21,23,3,48.4
2018,balangir,sugarcane,winter,23,23,86,60.55
2019,balangir,sugarcane,winter,25,21,8,60.2
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,urad,autumn,300,31,4814,0.19
2005,balangir,urad,autumn,295,28,4241,0.17
2006,balangir,urad,autumn,280,28,5003,0.2
2007,balangir,urad,autumn,283,29,5877,0.2
2008,balangir,urad,autumn,279,30,5603,0.19
2009,balangir,urad,autumn,289,31,7368,0.22
2010,balangir,urad,autumn,265,28,7089,0.24
2011,balangir,urad,autumn,289,29,5100,0.17
2012,balangir,urad,autumn,284,29,5238,0.39
2013,balangir,urad,autumn,285,30,6759,0.36
2014,balangir,urad,autumn,265,31,5441,0.33
2015,balangir,urad,autumn,298,30,6105,0.22
2016,balangir,urad,autumn,303,30,5035,0.42
2017,balangir,urad,autumn,301,28,1389,0.31
2018,balangir,urad,autumn,280,29,1372,0.29
2019,balangir,urad,autumn,281,28,1287,0.28
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,urad,summer,35,25,38,0.12
2005,balangir,urad,summer,29,29,208,0.35
2006,balangir,urad,summer,30,30,122,0.18
2007,balangir,urad,summer,31,31,120,0.22
2008,balangir,urad,summer,32,32,257,0.29
2009,balangir,urad,summer,35,25,380,0.38
2010,balangir,urad,summer,36,25,197,0.43
2011,balangir,urad,summer,35,28,294,0.21
2012,balangir,urad,summer,36,26,416,0.63
2013,balangir,urad,summer,29,32,479,0.75
2014,balangir,urad,summer,35,32,21,0.49
2015,balangir,urad,summer,31,31,1,0.4
2016,balangir,urad,summer,28,30,163,0.46
2017,balangir,urad,summer,36,29,268,0.36
2018,balangir,urad,summer,30,31.5,20,0.22
2019,balangir,urad,summer,31,32,309,0.38
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,urad,winter,18,23,4437,0.14
2005,balangir,urad,winter,17.5,27,3681,0.14
2006,balangir,urad,winter,19,26,3729,0.16
2007,balangir,urad,winter,20,25,1500,0.2
2008,balangir,urad,winter,21,21,1185,0.16
2009,balangir,urad,winter,23,23,3249,0.19
2010,balangir,urad,winter,23,23,2102,0.24
2011,balangir,urad,winter,22,24,1117,0.12
2012,balangir,urad,winter,21,25,1828,0.42
2013,balangir,urad,winter,21.2,25,678,0.54
2014,balangir,urad,winter,20.5,26,374,0.4
2015,balangir,urad,winter,20.5,272,576,0.31
2016,balangir,urad,winter,20,28,2057,0.41
2017,balangir,urad,winter,21,23,1132,0.36
2018,balangir,urad,winter,23,23,536,0.28
2019,balangir,urad,winter,25,21,713,0.26
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,moong(green-gram),autumn,300,31,3813,0.18
2005,balangir,moong(green-gram),autumn,295,28,4115,0.15
2006,balangir,moong(green-gram),autumn,280,28,4675,0.2
2007,balangir,moong(green-gram),autumn,283,29,4979,0.18
2008,balangir,moong(green-gram),autumn,279,30,5089,0.18
2009,balangir,moong(green-gram),autumn,289,31,5634,0.21
2010,balangir,moong(green-gram),autumn,265,28,7027,0.22
2011,balangir,moong(green-gram),autumn,289,29,5351,0.16
2012,balangir,moong(green-gram),autumn,284,29,6170,0.35
2013,balangir,moong(green-gram),autumn,285,30,5993,0.35
2014,balangir,moong(green-gram),autumn,265,31,5078,0.31
2015,balangir,moong(green-gram),autumn,298,30,5158,0.21
2016,balangir,moong(green-gram),autumn,303,30,9738,0.43
2017,balangir,moong(green-gram),autumn,301,28,1838,0.32
2018,balangir,moong(green-gram),autumn,280,29,1675,0.28
2019,balangir,moong(green-gram),autumn,281,28,1800,0.3
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,moong(green-gram),summer,35,25,1891,0.18
2005,balangir,moong(green-gram),summer,29,29,3212,0.24
2006,balangir,moong(green-gram),summer,30,30,2542,0.22
2007,balangir,moong(green-gram),summer,31,31,4594,0.26
2008,balangir,moong(green-gram),summer,32,32,3727,0.26
2009,balangir,moong(green-gram),summer,35,25,4414,0.32
2010,balangir,moong(green-gram),summer,36,25,3815,0.27
2011,balangir,moong(green-gram),summer,35,28,1384,0.22
2012,balangir,moong(green-gram),summer,36,26,2570,0.52
2013,balangir,moong(green-gram),summer,29,32,1864,0.56
2014,balangir,moong(green-gram),summer,35,32,1592,0.44
2015,balangir,moong(green-gram),summer,31,31,1249,0.32
2016,balangir,moong(green-gram),summer,28,30,935,0.38
2017,balangir,moong(green-gram),summer,36,29,1851,0.35
2018,balangir,moong(green-gram),summer,30,31.5,472,0.27
2019,balangir,moong(green-gram),summer,31,32,2306,0.36
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,moong(green-gram),winter,18,23,3890,0.15
2005,balangir,moong(green-gram),winter,17.5,27,3801,0.18
2006,balangir,moong(green-gram),winter,19,26,3023,0.18
2007,balangir,moong(green-gram),winter,20,25,5122,0.19
2008,balangir,moong(green-gram),winter,21,21,5329,0.18
2009,balangir,moong(green-gram),winter,23,23,5722,0.22
2010,balangir,moong(green-gram),winter,23,23,6864,0.23
2011,balangir,moong(green-gram),winter,22,24,3852,0.13
2012,balangir,moong(green-gram),winter,21,25,7864,0.41
2013,balangir,moong(green-gram),winter,21.2,25,5845,0.39
2014,balangir,moong(green-gram),winter,20.5,26,4699,0.33
2015,balangir,moong(green-gram),winter,20.5,272,2475,0.27
2016,balangir,moong(green-gram),winter,20,28,7612,0.43
2017,balangir,moong(green-gram),winter,21,23,2929,0.37
2018,balangir,moong(green-gram),winter,23,23,2222,0.29
2019,balangir,moong(green-gram),winter,25,21,3061,0.3
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,rapeseed & mustard,winter,18,23,637,0.11
2005,balangir,rapeseed & mustard,winter,17.5,27,1751,0.14
2006,balangir,rapeseed & mustard,winter,19,26,1443,0.12
2007,balangir,rapeseed & mustard,winter,20,25,1886,0.12
2008,balangir,rapeseed & mustard,winter,21,21,1710,0.15
2009,balangir,rapeseed & mustard,winter,23,23,1517,0.16
2010,balangir,rapeseed & mustard,winter,23,23,1692,0.15
2011,balangir,rapeseed & mustard,winter,22,24,646,0.1
2012,balangir,rapeseed & mustard,winter,21,25,2466,0.23
2013,balangir,rapeseed & mustard,winter,21.2,25,2076,0.23
2014,balangir,rapeseed & mustard,winter,20.5,26,564,0.24
2015,balangir,rapeseed & mustard,winter,20.5,272,795,0.18
2016,balangir,rapeseed & mustard,winter,20,28,1347,0.28
2017,balangir,rapeseed & mustard,winter,21,23,509,0.24
2018,balangir,rapeseed & mustard,winter,23,23,495,0.11
2019,balangir,rapeseed & mustard,winter,25,21,959,0.15
,,,,,,,
1999,balangir,rice,autumn,284,31,80000,0.84
2000,balangir,rice,autumn,282,28,83120,0.26
,,,,,,,
,,,,,,,
,,,,,,,
2004,balangir,rice,autumn,300,31,93000,0.77
2005,balangir,rice,autumn,295,28,88000,0.76
2006,balangir,rice,autumn,280,28,78000,1.03
2007,balangir,rice,autumn,283,29,79000,1.3
2008,balangir,rice,autumn,279,30,76000,1.05
2009,balangir,rice,autumn,289,31,76000,1.03
2010,balangir,rice,autumn,265,28,73000,1.03
2011,balangir,rice,autumn,289,29,53000,0.26
2012,balangir,rice,autumn,284,29,64000,2.08
2013,balangir,rice,autumn,285,30,69000,2.1
2014,balangir,rice,autumn,265,31,73000,2.68
2015,balangir,rice,autumn,298,30,74000,0.66
2016,balangir,rice,autumn,303,30,78360,1.27
2017,balangir,rice,autumn,301,28,54590,0.44
2018,balangir,rice,autumn,280,29,51780,1.36
2019,balangir,rice,autumn,281,28,50850,1.58
